OrderID,CustomerID,ProductID,OrderDate,Quantity,TotalAmount
127,151,83,2018-06-13,2,3224.76
128,168,170,2019-09-20,5,2320.0
129,229,155,2018-12-08,7,5666.43
130,354,114,2020-07-04,6,2374.92
131,22,187,2021-06-13,6,10614.12
132,223,71,2018-06-03,1,1263.93
133,344,164,2020-01-15,7,9426.41
134,263,192,2023-05-06,3,2520.24
135,16,37,2021-10-20,10,19949.0
136,401,113,2018-09-16,1,139.89
137,35,61,2020-01-12,6,6914.46
138,197,146,2021-05-24,1,657.78
139,79,174,2023-04-28,8,13547.28
140,190,96,2022-04-12,8,14564.72
141,40,147,2020-12-20,3,450.15
142,188,102,2021-08-23,6,4737.12
143,143,64,2018-02-23,2,1126.94
144,377,48,2020-11-26,8,9976.24
145,199,144,2019-06-21,2,2861.1
146,397,67,2019-03-16,8,12447.76
147,314,74,2019-02-14,8,11760.56
148,63,35,2020-07-14,2,2485.14
149,89,183,2018-06-29,8,6118.88
150,415,175,2021-09-29,6,7354.86
151,178,182,2021-01-31,2,403.36
152,278,75,2022-10-10,5,9105.3
153,81,183,2022-06-14,3,2294.58
154,186,131,2018-09-06,4,4743.72
155,103,36,2022-06-07,4,5078.8
156,253,7,2021-02-08,6,4677.0
157,294,95,2022-07-04,8,10418.8
158,283,34,2022-12-16,10,17473.2
159,45,17,2020-03-26,5,8709.05
160,368,185,2020-12-12,8,5096.32
161,211,197,2022-08-14,7,769.51
162,295,19,2023-06-15,3,5144.73
163,163,165,2020-07-10,2,1440.24
164,239,175,2019-12-07,9,11032.29
165,66,200,2021-08-03,9,17025.66
166,301,47,2020-06-05,3,3680.37
167,258,15,2020-11-27,2,1356.46
168,79,78,2018-11-28,3,3213.27
169,166,182,2019-12-10,4,806.72
170,486,133,2022-09-29,5,1354.9
171,41,65,2021-07-24,4,7292.08
172,490,142,2018-09-14,5,8488.25
173,321,78,2020-12-28,10,10710.9
174,48,129,2021-04-27,3,842.91
175,483,149,2018-12-17,3,2322.57
176,338,160,2019-11-23,10,2046.0
177,432,145,2022-08-18,1,165.51
178,443,8,2018-04-04,2,3461.54
179,486,165,2019-06-27,10,7201.2
180,334,54,2020-05-03,10,1662.5
181,317,164,2020-10-16,1,1346.63
182,456,161,2019-08-17,9,13448.61
183,329,78,2019-05-17,8,8568.72
184,413,176,2019-09-02,7,541.31
185,233,19,2018-11-20,1,1714.91
186,226,107,2020-08-09,8,15034.64
187,105,88,2018-10-22,10,1988.0
188,161,184,2022-02-12,6,4169.82
189,441,89,2018-09-25,7,332.92
190,390,95,2021-02-24,9,11721.15
191,55,82,2020-08-13,4,5992.76
192,63,69,2019-05-23,8,3629.04
193,73,25,2019-08-18,1,1742.01
194,485,99,2020-05-06,10,6226.4
195,128,41,2023-03-28,6,10852.68
196,296,185,2019-01-24,6,3822.24
197,391,41,2020-11-20,8,14470.24
198,240,128,2020-10-15,5,6644.45
199,12,24,2020-11-01,7,1889.79
200,235,62,2021-04-09,4,7942.12
201,181,13,2019-07-31,1,1733.22
202,254,153,2019-08-09,8,6972.32
203,275,3,2020-06-01,2,2055.14
204,69,68,2022-04-14,6,7331.94
205,207,94,2020-03-31,1,1832.21
206,27,146,2019-02-03,9,5920.02
207,186,142,2018-05-31,5,8488.25
208,198,130,2022-04-15,8,12673.36
209,282,72,2021-10-25,10,6316.9
210,313,31,2023-06-20,3,3920.04
211,50,101,2022-06-16,6,10660.62
212,174,143,2022-03-27,6,8270.82
213,74,51,2020-11-08,10,9299.5
214,206,129,2018-04-03,1,280.97
215,20,36,2022-07-05,6,7618.2
216,243,133,2018-11-02,8,2167.84
217,311,132,2019-11-03,3,1095.03
218,477,157,2018-11-29,6,8021.46
219,202,158,2021-04-30,5,9540.55
220,173,130,2020-12-26,9,14257.53
221,251,182,2019-09-06,10,2016.8
222,244,5,2019-11-10,6,11765.28
223,345,29,2021-04-10,7,1177.12
224,158,186,2021-05-07,1,1558.13
225,243,68,2021-03-28,10,12219.9
226,117,185,2021-04-10,1,637.04
227,246,44,2021-07-12,9,7854.84
228,370,159,2018-10-30,7,1070.44
229,421,175,2018-03-06,4,4903.24
230,294,180,2019-01-26,2,2282.64
231,10,113,2020-05-07,6,839.34
232,78,106,2020-04-20,4,6682.84
233,257,199,2023-03-01,10,352.2
234,242,189,2021-12-16,1,1354.46
235,71,133,2021-02-22,4,1083.92
236,167,170,2020-12-12,8,3712.0
237,193,81,2020-07-30,3,5806.26
238,468,137,2021-01-23,6,5489.82
239,182,174,2021-06-03,5,8467.05
240,248,50,2019-07-26,4,1918.92
241,286,77,2023-04-13,4,1670.28
242,499,77,2021-12-14,5,2087.85
243,107,177,2019-10-12,8,11290.72
244,246,90,2023-03-28,9,8284.32
245,479,185,2019-08-13,5,3185.2
246,63,147,2020-02-17,9,1350.45
247,459,102,2023-05-10,6,4737.12
248,396,38,2018-03-28,5,4396.3
249,148,183,2019-12-11,2,1529.72
250,474,114,2022-03-11,5,1979.1
251,246,55,2022-08-23,4,7902.2
252,276,70,2021-11-26,9,11244.24
253,140,36,2021-06-14,2,2539.4
254,380,151,2019-05-12,4,865.48
255,26,172,2019-04-08,9,2227.23
256,327,60,2018-07-25,1,231.17
257,212,85,2018-07-25,8,12105.76
258,349,198,2018-01-11,3,5907.6
259,494,141,2020-04-13,3,421.29
260,335,122,2021-08-25,8,9448.32
261,103,194,2019-10-20,5,3517.2
262,147,166,2023-02-03,1,1738.82
263,394,23,2019-04-21,10,10007.5
264,274,190,2023-02-14,1,897.36
265,472,45,2022-12-12,7,7501.97
266,429,46,2022-09-09,1,356.57
267,204,127,2023-04-03,3,4803.18
268,384,75,2018-01-19,1,1821.06
269,153,146,2018-08-08,10,6577.8
270,476,86,2020-07-19,5,8615.4
271,329,140,2020-10-08,9,8342.28
272,456,35,2020-08-16,9,11183.13
273,140,50,2019-11-09,2,959.46
274,84,188,2021-08-20,8,2653.36
275,132,184,2018-01-29,3,2084.91
276,378,87,2021-03-08,5,9675.95
277,346,194,2018-12-26,4,2813.76
278,313,164,2022-08-21,7,9426.41
279,219,132,2018-06-27,6,2190.06
280,206,172,2019-01-14,2,494.94
281,72,123,2023-04-01,6,4023.3
282,128,2,2020-02-25,5,5033.9
283,121,115,2023-05-08,5,9495.2
284,169,78,2022-01-20,10,10710.9
285,294,3,2021-08-31,5,5137.85
286,185,178,2018-05-08,4,7378.56
287,342,31,2019-09-21,8,10453.44
288,82,104,2023-03-06,9,10646.37
289,459,181,2021-11-14,5,788.9
290,61,164,2020-01-23,5,6733.15
291,315,57,2023-05-15,4,5547.28
292,69,123,2020-07-20,3,2011.65
293,383,156,2020-05-01,6,3833.1
294,360,141,2022-04-01,8,1123.44
295,276,171,2022-04-10,4,2852.92
296,127,175,2022-11-24,10,12258.1
297,404,21,2020-07-03,9,12747.15
298,271,181,2018-06-09,6,946.68
299,470,145,2018-05-07,2,331.02
300,425,141,2019-02-19,9,1263.87
301,294,138,2018-12-03,3,5675.76
302,168,134,2018-08-27,8,8493.2
303,349,53,2020-09-28,10,18043.9
304,47,131,2022-07-15,8,9487.44
305,29,117,2020-11-17,3,3871.71
306,213,117,2018-04-29,10,12905.7
307,287,119,2022-01-21,5,2511.35
308,12,102,2022-07-31,5,3947.6
309,2,191,2021-03-30,4,3926.44
310,38,12,2019-12-07,7,10203.06
311,359,17,2018-05-04,9,15676.29
312,479,18,2018-03-06,8,9217.28
313,147,105,2022-04-24,3,5319.36
314,70,197,2020-02-06,7,769.51
315,457,98,2022-11-16,8,2374.08
316,470,97,2018-06-14,7,9138.43
317,350,170,2018-09-30,9,4176.0
318,335,90,2019-01-01,2,1840.96
319,276,101,2018-09-18,9,15990.93
320,373,58,2022-03-29,1,1693.7
321,12,77,2021-10-11,8,3340.56
322,369,140,2020-12-25,7,6488.44
323,195,59,2020-08-01,4,7995.04
324,178,40,2019-01-22,5,4492.4
325,480,186,2018-03-07,2,3116.26
326,415,170,2021-06-13,7,3248.0
327,393,5,2019-02-27,4,7843.52
328,35,26,2018-03-10,10,2174.3
329,229,154,2019-05-17,1,839.35
330,380,12,2020-06-17,7,10203.06
331,120,139,2022-03-25,4,5839.76
332,443,199,2018-10-14,1,35.22
333,258,75,2022-07-29,4,7284.24
334,470,188,2019-10-16,10,3316.7
335,296,154,2019-05-01,6,5036.1
336,155,37,2019-03-29,9,17954.1
337,212,77,2018-05-05,5,2087.85
338,286,152,2021-07-06,3,5125.59
339,348,110,2020-10-12,9,17118.9
340,25,89,2022-05-29,7,332.92
341,269,82,2020-04-16,7,10487.33
342,77,77,2019-01-12,7,2922.99
343,387,138,2019-05-09,8,15135.36
344,435,58,2022-10-23,5,8468.5
345,363,37,2023-02-17,8,15959.2
346,30,144,2023-06-06,7,10013.85
347,214,143,2018-10-02,9,12406.23
348,199,63,2019-02-21,5,317.2
349,170,166,2023-03-04,2,3477.64
350,231,95,2021-01-01,2,2604.7
351,371,49,2019-07-04,1,1005.38
352,194,173,2021-05-19,10,11567.2
353,21,19,2022-07-06,4,6859.64
354,390,151,2019-03-21,9,1947.33
355,246,54,2019-09-13,6,997.5
356,490,4,2023-04-04,4,3370.68
357,98,190,2022-03-10,2,1794.72
358,387,123,2021-11-25,4,2682.2
359,310,181,2020-03-23,4,631.12
360,469,62,2019-10-21,9,17869.77
361,398,73,2020-08-12,7,602.42
362,274,167,2019-09-24,6,11624.58
363,134,93,2022-12-13,9,8581.68
364,255,120,2022-07-03,2,3156.44
365,370,121,2023-02-16,6,935.1
366,105,95,2020-04-27,6,7814.1
367,24,145,2022-02-27,4,662.04
368,75,5,2021-02-07,5,9804.4
369,479,150,2022-01-14,10,9183.6
370,214,76,2019-02-06,3,4500.03
371,169,59,2021-03-12,7,13991.32
372,427,63,2021-02-01,8,507.52
373,336,176,2019-06-12,6,463.98
374,391,126,2020-08-01,8,15802.4
375,87,188,2018-12-13,6,1990.02
376,72,185,2020-09-27,9,5733.36
377,95,139,2020-12-09,1,1459.94
378,18,20,2022-04-15,1,106.42
379,4,106,2022-09-22,3,5012.13
380,323,60,2021-12-19,2,462.34
381,78,3,2020-11-01,4,4110.28
382,234,96,2021-06-19,1,1820.59
383,327,171,2023-02-13,10,7132.3
384,248,169,2018-02-02,8,2610.96
385,4,137,2020-04-22,9,8234.73
386,7,5,2022-01-19,9,17647.92
387,141,138,2018-02-05,5,9459.6
388,258,179,2022-07-10,7,224.63
389,482,46,2023-02-24,2,713.14
390,50,135,2019-05-09,3,2888.91
391,99,159,2019-06-01,9,1376.28
392,418,91,2022-06-17,5,5887.15
393,204,21,2023-05-19,6,8498.1
394,208,118,2019-05-14,10,1201.5
395,357,58,2021-11-01,5,8468.5
396,424,21,2018-07-11,1,1416.35
397,208,98,2021-02-05,7,2077.32
398,244,15,2021-12-10,1,678.23
399,88,22,2022-09-28,8,6275.52
400,223,166,2021-03-04,6,10432.92
401,440,25,2023-02-26,9,15678.09
402,22,59,2023-01-20,4,7995.04
403,445,178,2020-08-31,10,18446.4
404,139,12,2021-11-02,2,2915.16
405,474,72,2021-02-28,9,5685.21
406,337,9,2023-03-18,3,4649.7
407,436,81,2023-05-24,1,1935.42
408,107,151,2022-03-21,3,649.11
409,421,183,2023-03-18,7,5354.02
410,40,77,2021-02-28,3,1252.71
411,124,146,2021-10-18,7,4604.46
412,460,139,2020-02-26,6,8759.64
413,387,190,2022-06-07,3,2692.08
414,353,186,2020-10-22,2,3116.26
415,382,89,2018-07-20,1,47.56
416,224,60,2019-11-29,2,462.34
417,310,197,2023-05-10,10,1099.3
418,305,102,2018-03-02,6,4737.12
419,325,70,2020-10-01,8,9994.88
420,117,92,2023-04-12,9,2110.77
421,193,111,2021-10-24,3,650.16
422,300,170,2018-06-25,7,3248.0
423,396,159,2022-06-23,5,764.6
424,127,183,2018-06-18,2,1529.72
425,138,40,2021-12-28,7,6289.36
426,402,163,2022-02-23,3,3543.6
427,200,82,2018-08-07,6,8989.14
428,47,2,2020-06-29,5,5033.9
429,185,195,2018-07-29,5,2904.15
430,68,23,2020-06-01,3,3002.25
431,230,143,2020-11-15,9,12406.23
432,209,27,2018-07-03,1,50.39
433,182,142,2021-05-07,2,3395.3
434,307,84,2018-01-26,7,13485.71
435,150,106,2022-05-15,7,11694.97
436,44,186,2023-01-28,9,14023.17
437,125,147,2018-12-14,9,1350.45
438,351,98,2018-10-12,3,890.28
439,138,78,2020-10-06,5,5355.45
440,75,17,2020-06-09,3,5225.43
441,142,108,2020-09-18,5,423.9
442,401,20,2019-05-31,6,638.52
443,484,64,2021-05-01,8,4507.76
444,316,51,2018-08-08,8,7439.6
445,70,78,2023-04-28,1,1071.09
446,203,86,2020-02-18,10,17230.8
447,412,85,2019-11-17,8,12105.76
448,221,167,2018-10-06,10,19374.3
449,154,83,2023-04-25,10,16123.8
450,356,52,2019-10-06,8,14398.72
451,91,102,2019-08-20,6,4737.12
452,377,178,2023-06-05,8,14757.12
453,295,63,2020-02-10,6,380.64
454,144,101,2018-08-22,6,10660.62
455,478,145,2021-04-27,4,662.04
456,280,47,2018-02-25,9,11041.11
457,488,187,2023-04-16,8,14152.16
458,363,54,2022-06-22,8,1330.0
459,150,178,2022-08-05,2,3689.28
460,435,105,2018-10-13,8,14184.96
461,325,78,2019-06-02,4,4284.36
462,338,40,2022-06-05,7,6289.36
463,194,19,2021-05-09,8,13719.28
464,246,150,2020-12-30,7,6428.52
465,260,178,2021-01-18,7,12912.48
466,19,93,2021-05-01,9,8581.68
467,327,22,2022-04-24,2,1568.88
468,128,169,2018-12-07,6,1958.22
469,332,157,2021-02-27,1,1336.91
470,331,174,2023-06-04,7,11853.87
471,386,85,2018-08-05,7,10592.54
472,6,26,2019-03-31,5,1087.15
473,262,192,2021-02-16,9,7560.72
474,298,177,2019-03-29,10,14113.4
475,229,96,2020-08-06,7,12744.13
476,396,174,2021-11-15,10,16934.1
477,257,39,2018-02-20,6,9153.18
478,248,27,2020-05-01,5,251.95
479,472,22,2022-08-30,2,1568.88
480,482,187,2019-12-15,3,5307.06
481,160,88,2022-05-26,8,1590.4
482,106,134,2019-12-15,8,8493.2
483,244,25,2022-01-18,8,13936.08
484,357,116,2018-05-18,6,1209.06
485,154,12,2018-02-16,2,2915.16
486,435,88,2021-10-18,2,397.6
487,410,43,2020-11-22,4,2403.48
488,90,142,2019-11-09,3,5092.95
489,287,110,2019-04-20,8,15216.8
490,409,104,2019-01-17,3,3548.79
491,328,169,2020-03-21,7,2284.59
492,15,189,2022-12-14,10,13544.6
493,102,116,2020-05-29,10,2015.1
494,200,2,2019-02-26,4,4027.12
495,143,193,2021-03-28,2,3029.58
496,53,138,2020-01-20,3,5675.76
497,167,51,2018-08-22,8,7439.6
498,135,172,2020-12-16,8,1979.76
499,495,164,2021-05-07,6,8079.78
500,199,157,2021-04-17,7,9358.37
501,59,90,2022-09-28,6,5522.88
502,235,159,2022-07-25,3,458.76
503,345,181,2023-02-25,5,788.9
504,315,152,2021-10-08,2,3417.06
505,69,81,2019-05-04,2,3870.84
506,157,30,2020-02-04,3,2071.05
507,356,37,2020-03-06,9,17954.1
508,215,153,2021-03-23,3,2614.62
509,197,109,2020-09-23,3,1350.57
510,326,138,2021-02-10,3,5675.76
511,86,126,2018-10-15,5,9876.5
512,96,81,2021-06-22,8,15483.36
513,28,92,2020-09-19,1,234.53
514,70,50,2023-05-28,7,3358.11
515,288,130,2020-04-17,8,12673.36
516,351,126,2021-12-25,7,13827.1
517,431,114,2018-12-09,8,3166.56
518,43,145,2022-06-18,1,165.51
519,390,57,2018-03-08,5,6934.1
520,141,58,2019-08-15,9,15243.3
521,87,200,2021-03-04,8,15133.92
522,381,198,2021-01-30,8,15753.6
523,262,29,2018-08-22,10,1681.6
524,138,199,2022-08-14,9,316.98
525,188,139,2022-04-06,1,1459.94
526,369,113,2019-03-24,9,1259.01
527,218,27,2019-09-02,4,201.56
528,448,9,2019-06-23,8,12399.2
529,179,23,2022-11-08,8,8006.0
530,61,199,2019-03-06,4,140.88
531,416,189,2021-11-12,10,13544.6
532,180,182,2021-07-19,10,2016.8
533,220,43,2018-10-13,10,6008.7
534,402,53,2022-07-08,4,7217.56
535,31,146,2020-12-26,6,3946.68
536,144,153,2018-12-11,9,7843.86
537,166,181,2019-08-16,5,788.9
538,294,69,2023-01-18,9,4082.67
539,348,25,2023-05-26,3,5226.03
540,385,106,2019-07-22,1,1670.71
541,444,168,2021-12-07,3,2148.78
542,444,34,2018-10-27,4,6989.28
543,365,83,2022-04-09,4,6449.52
544,432,174,2020-09-29,7,11853.87
545,73,148,2021-07-09,5,6280.75
546,213,97,2018-06-04,8,10443.92
547,325,197,2020-04-05,2,219.86
548,264,192,2021-11-23,5,4200.4
549,480,95,2023-05-01,8,10418.8
550,250,84,2018-01-06,10,19265.3
551,445,199,2022-02-05,2,70.44
552,498,118,2022-10-08,6,720.9
553,33,137,2019-03-23,7,6404.79
554,496,110,2020-10-10,4,7608.4
555,138,83,2019-11-23,5,8061.9
556,281,148,2021-03-05,3,3768.45
557,437,125,2023-01-06,6,3414.0
558,350,196,2018-04-05,1,1063.33
559,51,161,2018-02-03,8,11954.32
560,64,41,2020-07-23,8,14470.24
561,1,110,2021-11-11,4,7608.4
562,466,34,2018-11-22,5,8736.6
563,448,71,2021-09-02,2,2527.86
564,185,65,2020-02-01,2,3646.04
565,341,167,2018-04-17,3,5812.29
566,203,161,2022-01-26,5,7471.45
567,359,194,2020-05-29,4,2813.76
568,336,24,2018-01-03,2,539.94
569,110,123,2018-09-29,2,1341.1
570,304,58,2021-10-24,9,15243.3
571,228,3,2021-11-25,1,1027.57
572,176,31,2021-11-22,7,9146.76
573,68,123,2019-04-14,2,1341.1
574,197,23,2018-07-31,2,2001.5
575,161,95,2018-10-08,5,6511.75
576,196,199,2021-08-06,3,105.66
577,347,37,2020-12-22,2,3989.8
578,289,3,2021-08-24,10,10275.7
579,85,113,2022-01-19,6,839.34
580,110,161,2023-02-27,3,4482.87
581,211,158,2022-10-28,8,15264.88
582,112,23,2018-10-14,2,2001.5
583,386,32,2022-02-04,10,17076.4
584,197,90,2019-10-07,7,6443.36
585,406,36,2019-07-22,4,5078.8
586,331,22,2021-02-07,4,3137.76
587,308,154,2019-08-07,10,8393.5
588,399,177,2022-10-03,1,1411.34
589,434,169,2019-02-25,5,1631.85
590,266,156,2019-01-22,9,5749.65
591,383,101,2021-08-16,5,8883.85
592,28,62,2020-03-01,8,15884.24
593,58,62,2021-07-30,8,15884.24
594,305,19,2022-12-26,9,15434.19
595,7,93,2018-09-28,6,5721.12
596,199,146,2020-01-19,7,4604.46
597,280,175,2022-04-12,3,3677.43
598,242,198,2018-02-04,2,3938.4
599,301,18,2019-06-21,1,1152.16
600,111,11,2023-04-27,1,1644.69
601,405,102,2019-08-10,9,7105.68
602,322,183,2022-04-21,9,6883.74
603,213,109,2018-06-18,7,3151.33
604,328,138,2021-06-15,9,17027.28
605,79,72,2019-09-27,2,1263.38
606,41,131,2023-06-19,4,4743.72
607,414,40,2019-11-01,9,8086.32
608,201,151,2019-09-28,2,432.74
609,358,112,2018-04-29,4,4392.16
610,126,23,2018-08-26,7,7005.25
611,233,157,2018-04-23,10,13369.1
612,159,171,2018-09-02,3,2139.69
613,7,182,2021-12-07,3,605.04
614,6,42,2023-05-06,8,5298.08
615,178,134,2022-05-23,9,9554.85
616,422,185,2018-12-08,5,3185.2
617,191,33,2022-02-10,5,9546.0
618,454,31,2019-11-18,1,1306.68
619,414,110,2020-12-08,5,9510.5
620,33,68,2021-07-09,10,12219.9
621,40,128,2020-11-12,8,10631.12
622,185,15,2022-10-26,8,5425.84
623,291,43,2018-11-19,6,3605.22
624,131,198,2023-01-06,2,3938.4
625,294,173,2019-04-13,2,2313.44
626,380,131,2018-04-01,1,1185.93
627,440,4,2018-04-05,4,3370.68
628,242,94,2023-02-28,7,12825.47
629,77,46,2021-02-06,1,356.57
630,412,183,2019-04-05,7,5354.02
631,165,64,2023-02-19,7,3944.29
632,369,82,2022-08-19,5,7490.95
633,40,147,2018-09-02,6,900.3
634,258,173,2019-01-03,1,1156.72
635,115,133,2023-05-08,1,270.98
636,206,18,2022-11-09,8,9217.28
637,145,199,2019-11-02,5,176.1
638,45,142,2018-01-17,8,13581.2
639,189,52,2021-02-28,5,8999.2
640,402,78,2019-05-12,10,10710.9
641,238,95,2023-06-14,10,13023.5
642,253,198,2022-02-09,4,7876.8
643,462,140,2018-11-05,4,3707.68
644,4,105,2019-04-23,1,1773.12
645,278,89,2023-05-02,1,47.56
646,172,1,2022-10-05,7,9117.29
647,378,187,2018-08-01,5,8845.1
648,106,136,2020-05-09,4,4144.84
649,252,16,2021-12-28,3,2764.74
650,144,24,2023-03-02,1,269.97
651,119,134,2021-12-06,7,7431.55
652,459,96,2023-06-19,8,14564.72
653,383,22,2018-07-15,10,7844.4
654,259,35,2018-06-03,7,8697.99
655,304,146,2020-06-09,1,657.78
656,340,34,2019-08-21,4,6989.28
657,134,81,2021-12-06,7,13547.94
658,426,189,2019-10-14,6,8126.76
659,232,70,2018-06-02,4,4997.44
660,484,52,2022-05-17,3,5399.52
661,395,150,2018-11-15,2,1836.72
662,55,43,2020-08-12,8,4806.96
663,161,105,2021-01-02,2,3546.24
664,184,198,2020-07-14,4,7876.8
665,158,119,2022-10-12,5,2511.35
666,62,24,2022-07-12,3,809.91
667,352,78,2018-03-24,10,10710.9
668,111,84,2018-07-06,3,5779.59
669,365,64,2020-03-22,6,3380.82
670,263,13,2019-06-17,5,8666.1
671,420,45,2023-05-04,1,1071.71
672,208,116,2022-03-13,9,1813.59
673,282,64,2020-08-04,2,1126.94
674,53,36,2018-01-25,2,2539.4
675,32,200,2018-09-25,4,7566.96
676,102,103,2021-11-06,6,8085.36
677,323,166,2021-04-07,2,3477.64
678,301,67,2018-02-14,2,3111.94
679,34,51,2022-07-16,8,7439.6
680,66,24,2018-09-08,6,1619.82
681,22,119,2018-12-11,1,502.27
682,474,147,2022-08-10,7,1050.35
683,371,102,2018-03-02,8,6316.16
684,196,175,2018-12-20,7,8580.67
685,182,55,2019-07-18,3,5926.65
686,144,115,2018-03-12,3,5697.12
687,315,159,2019-05-19,10,1529.2
688,332,76,2020-04-23,8,12000.08
689,452,141,2018-05-05,8,1123.44
690,45,72,2018-10-09,7,4421.83
691,215,52,2019-05-26,9,16198.56
692,323,140,2020-02-23,1,926.92
693,401,183,2020-09-09,6,4589.16
694,279,125,2023-02-13,6,3414.0
695,290,129,2020-03-06,6,1685.82
696,139,47,2019-10-16,1,1226.79
697,306,57,2023-01-09,1,1386.82
698,416,200,2018-04-30,5,9458.7
699,415,121,2020-01-03,9,1402.65
700,393,150,2023-06-18,4,3673.44
701,82,26,2021-09-07,4,869.72
